,name,artist,cluster
5661,Blues On The Ceiling,Bintangs,7
5662,Turner station,Eric Bibb,8
5663,Pink dream cadillac,Eric Bibb,4
5664,Chocolate man,Eric Bibb,2
5665,Ramblin' On My Mind - Stereo,John Mayall & The Bluesbreakers,2
5666,Long Face,Bobby Charles,2
5667,Small Town Talk,Bobby Charles,2
5668,Crow Black Chicken,Ry Cooder,2
5669,What To Do With You,Jim Keaveny,4
5670,The Very Thing That Makes You Rich (Makes Me Poor),Ry Cooder,5
5671,Down in Hollywood,Ry Cooder,6
5672,Why Don't You Try Me,Ry Cooder,5
5673,O pato,João Gilberto,2
5674,Let's Straighten It Out,O.V. Wright,2
5675,No Memory Of Time - Reggae Version,Eva Be,6
5676,The Recital that Never Happened,Khruangbin,10
5677,Calling Card - Remastered 2012,Rory Gallagher,2
5678,Chega de Saudade,Elizeth Cardoso,5
5679,Do It Again,Steely Dan,6
5680,Cantaloupe Island,Herbie Hancock,4
5681,Why Me,Jehro,6
5682,Dance Me To The End Of Love,Madeleine Peyroux,2
5683,Talk Me Down,Willy Mason,2
5684,O Cometa,Rodrigo Amarante,7
5685,Lenda,Céu,6
5686,Malemolencia,Céu,6
5687,Concrete Jungle,Céu,6
5688,Sitting In The Park - Single Version,Billy Stewart,8
5689,Smack Dab in the Middle,Ry Cooder,2
5690,Goodnight Irene,Ry Cooder,7
5691,Ms. Ho,Onra,10
5692,No Regrets - 2008 Remaster,Tom Rush,5
5693,Land Of Ladies,The Brothers Johnson,5
5694,Sinner,Naomi Shelton & the Gospel Queens,8
5695,Toothpaste Kisses,The Maccabees,7
5696,Little Ghetto Boy,Donny Hathaway,9
5697,Ndixolele,Miriam Makeba,2
5698,I'd Rather Go Blind,Chicken Shack,7
5699,I've Got A Feelin',Big Maybelle,2
5700,The Creeper Returns,Little Sonny,8
5701,Tears Of Joy,Slow Club,4
5702,Crazy Feeling,Lou Reed,1
5703,A Gift,Lou Reed,6
5704,Busted,Johnny Cash,7
5705,The Crossing,Menahan Street Band,8
5706,(You) Got What I Need,Freddie Scott,8
5707,"Chinito,Chinito",Kiko Mendive,2
5708,Power to the People - Demo Version,Curtis Mayfield,2
5709,Listen,Cymande,4
5710,Smoke & Mirrors,RJD2,10
5711,The Unknown,bewilder,1
5712,Depreston,Courtney Barnett,4
5713,On A Clear Day You Can See Forever,The Peddlers,4
5714,Do You Know the Way to San Jose,Dionne Warwick,2
5715,Don't Give Up On Me,Solomon Burke,7
5716,Somebody Was Watching,Pops Staples,8
5717,Hit The Ground,Lizz Wright,7
5718,Keep Going feat.Tony Joe White,Boozoo Bajou,9
5719,9 below zero,Boozoo Bajou,10
5720,Way down feat. Ben Weaver,Boozoo Bajou,6
5721,Moanin’ feat. Wayne Martin,Boozoo Bajou,9
5722,Treat me feat. Willie Hutch,Boozoo Bajou,6
5723,Lay Lady Lay,Magnet,9
5724,Ain't No Sunshine,Al Jarreau,4
5725,Who Knows,Marion Black,2
5726,Reaching For Our Star,Sharon Revoal,2
5727,Nothing I'd Rather Be (Than Your Weakness),Marva W. Taylor,2
5728,Have You Ever Been (To Electric Ladyland),Jimi Hendrix,4
5729,"Rainy Day, Dream Away",Jimi Hendrix,3
5730,Don't Leave Me This Way,Lee Fields & The Expressions,7
5731,I Cover The Waterfront - Remastered,Sam Cooke,3
5732,Tiro Ao Álvaro,Elis Regina,1
5733,She Made My Blood Run Cold,Ike Turner,2
5734,Dancing Queen,Eric Bibb,7
5735,Winter Rose,The Bees,8
5736,Exhibit Diaz,Ibeyi,3
5737,Ye Ye Ye,Geoffrey Oryema,7
5738,The Wind Cries Mary,Jimi Hendrix,4
5739,Little Wing,Jimi Hendrix,8
5740,Nova Bossa Nova,Marcos Valle,10
5741,Sowa,Fatoumata Diawara,6
5742,Menina Mulher Da Pele Preta,Jorge Ben Jor,2
5743,Feeble Lines,ROBB,4
5744,Cucurucu,Nick Mulvey,4
5745,My Friend,Jimi Hendrix,7
5746,Fairytale Lullaby,Bombay Bicycle Club,2
5747,Great Sky,Other Lives,5
5748,Sunny,Stevie Wonder,4
5749,Desert Raven,Jonathan Wilson,0
5750,Take Inventory,The Isley Brothers,1
5751,I'm a Ram,Al Green,6
5752,"Everything You Never Had, Pt. II",Andreya Triana,4
5753,Gilded Oldies,Cataldo,8
5754,Good Day Sunshine,Roy Redmond,8
5755,"Footsteps in the Dark, Pts. 1 & 2",The Isley Brothers,6
5756,Way Back Home,The Crusaders,8
5757,I Got The Same Old Blues,J.J. Cale,6
5758,If I Were A Carpenter,Four Tops,2
5759,"It's All Over Now, Baby Blue",Them,2
5760,How Could You Babe,Tobias Jesso Jr.,7
5761,Without You,Tobias Jesso Jr.,4
5762,The Wait,Tobias Jesso Jr.,5
5763,C.C. Rider,Snooks Eaglin,7
5764,Grizzly Bear,Angus & Julia Stone,6
5765,Love Is A Beautiful Thing,Hopeton Lewis,2
5766,Help Me Make It Through The Night,Hopeton Lewis,5
5767,Light My Fire,The Mike Flowers Pops,2
5768,Sabes Quién Te Quiere,Gecko Turner,8
5769,Hailslide,Júníus Meyvant,8
5770,The Handwriting Is On The Wall,Ann Peebles,5
5771,Mechanical Dub,Framix,2
5772,Muskrat Love,America,5
5773,Step Into The Light,Mavis Staples,6
5774,A Heartbreak,Angus & Julia Stone,6
5775,For The Turnstiles,The Be Good Tanyas,4
5776,Tim Dom Dom,Sergio Mendes & Brasil '66,5
5777,One Day,Mirror Signal,4
5778,Hercules,Toussaint,2
5779,Hero,The Asteroids Galaxy Tour,8
5780,Smokestack Lightnin',Howlin' Wolf,2
5781,Home,Max Jury,4
5782,Reign,Prinzhorn Dance School,10
5783,How Long Has It Been,Jack and the Weatherman,8
5784,Who You Gonna Hoodoo Now?,Tony Joe White,2
5785,"One Bourbon, One Scotch, One Beer",John Lee Hooker,2
5786,Bottle Up & Go,John Lee Hooker,2
5787,Barry Moves,Allan Rayman,4
5788,Over You,Seasick Steve,5
5789,Changes - 2015 Remaster,David Bowie,5
5790,Fever,Susan Cadogan,6
5791,Run Run Run,Ann Peebles,6
5792,I'm Gonna Tear Your Playhouse Down,Ann Peebles,6
5793,I Can't Tell You Why (DJ-KiCKS),Chromeo,6
5794,That's It,Eddie Harris,6
5795,I Put A Spell On You,Nina Simone,7
5796,Feeling Good,Nina Simone,2
5797,That's How Strong My Love Is,Candi Staton,7
5798,First Day Of My Life,Bright Eyes,5
5799,Hound Dog (Take 2),Big Mama Thornton,8
5800,You're the Catch,Jon Solo,8
5801,September Fields,Frazey Ford,6
5802,Inspiration Information,Shuggie Otis,1
5803,Angelou,Van Morrison,0
5804,Walk On,Sonny Terry and Brownie McGhee,5
5805,Faster Than A Speeding Bullet,iSH,5
5806,The Island Man,Anne Soldaat,4
5807,It'll All Be Over,Supreme Jubilees,5
5808,Do You Believe,Supreme Jubilees,5
5809,Blowin' In The Wind,Jackie DeShannon,2
5810,Country Song,Jake Bugg,7
5811,Taste It - Live At Spotify HQ,Jake Bugg,9
5812,Il N'est Jamais Trop Tard,Cheikh Lô,2
5813,What's The Use Of Getting Sober (When You're Gonna Get Drunk Again),Louis Jordan & His Tympany Five,5
5814,Sweet Wanomi,Bill Withers,2
5815,Class a Girl,Kyle Lionhart,4
5816,Time Inflation (Message to R2),Mocky,2
5817,Tomorrow Maker,Mocky,2
5818,Lady,Chromatics,1
5819,Le Jour D’Après / Siku Ya Baabaye (Indépendance Cha-Cha),Baloji,2
5820,Last Tango On 16th Street,Boz Scaggs,2
5821,The Traitor,Menahan Street Band,10
5822,Observatory Crest,Captain Beefheart,10
5823,Lay Down,Son Little,7
5824,La Mar (The Ocean),The Beautiful Girls,2
5825,Personal Jesus,Johnny Cash,2
5826,I'm Shakin',Little Willie John,2
5827,You Hurt Me,Little Willie John,7
5828,Casanova,Bryan Ferry,10
5829,Lucky,Lewis Taylor,0
5830,After Laughter (Comes Tears) - Sweet Tea,Sweet Tea,4
5831,Half Time,Amy Winehouse,4
5832,New Shoes - Live; Acoustic,Paolo Nutini,3
5833,Where My Hands Might Go,Songs of Boda,4
5834,Kiss My Love Goodbye,Bettye Swann,1
5835,Seek & Destroy,Hellsongs,2
5836,Roda,Gilberto Gil,2
5837,Love Makes The World Go Round,Deon Jackson,2
5838,Love Street,The Türs,2
5839,Madman,Sean Rowe,1
5840,My little Man,Sean Rowe,7
5841,Tired Of Fighting,Menahan Street Band,10
5842,Chain Gang,Sam Cooke,2
5843,Cupid,Sam Cooke,2
5844,Johnny's Garden,Stephen Stills,4
5845,Dizzie - Boozoo Bajou Remix,Gecko Turner,9
5846,The Click Song,MDLEDLE NATHAN DAMBUZA,5
5847,Working Titles,Damien Jurado,5
5848,Keep The Faith,Mel & Tim,8
5849,Yes We Can-Can,Mel & Tim,8
5850,Don't You Know,Jan Hammer Group,10
5851,Mayele Mabe,Grand Kalle Et l'African Jazz,2
5852,Midnight Hour,The Silvertones,8
5853,Just Like A Woman,Richie Havens,5
5854,Step,Vampire Weekend,4
5855,These Dreams of You - 2013 Remaster,Van Morrison,6
5856,Morning Sun,Melody Gardot,5
5857,I Scare Myself,Dan Hicks & His Hot Licks,5
5858,Canned Music,Dan Hicks & His Hot Licks,5
5859,Sing About It,The Wood Brothers,2
5860,I Turn My Camera On,Rock Kills Kid,6
5861,Sekou Oumarou,Songhoy Blues,2
5862,"Yester-Me, Yester-You, Yesterday",Stevie Wonder,8
5863,My Man,Pearl Bailey,5
5864,The Beggar & The Thief,Piers Faccini,5
5865,Tribe,Piers Faccini,1
5866,Honey Dove,Lee Fields & The Expressions,8
5867,Summer Wine,Nancy Sinatra,8
5868,Some Velvet Morning,Nancy Sinatra,7
5869,Nelly,Isaiah Rashad,6
5870,Give It Up,Lee Dorsey,8
5871,The Man in Me,Bob Dylan,8
5872,I'm Loaded,Little Sonny,8
5873,Do You Really Love Me Baby (feat. Dave Lastie & Clarence Ford),Little Sonny,7
5874,My Home Is Nowhere Without You,Herman Düne,2
5875,Sexy And I Know It,Noah Guthrie,2
5876,Valerie,Noah Guthrie,2
5877,Blue Streak Mama,Frazey Ford,6
5878,Listening Man,The Bees,8
5879,Ode To Billie Joe,Bobbie Gentry,2
5880,Soul Of A Man,Ollabelle,5
5881,I Like The Way You Love Me,Brenton Wood,7
5882,Orange Juice,Stanley Brinks and The Wave Pictures,1
5883,I Idolize You,Lizz Wright,7
5884,"Mulher, Sempre Mulher",Antônio Carlos Jobim,2
5885,Flashback,AM & Shawn Lee,4
5886,Tamp' Em up Solid,Ry Cooder,5
5887,Tattler,Ry Cooder,6
5888,Patches,Clarence Carter,9
5889,Peace Like a River,Paul Simon,5
5890,Me and Julio Down by the Schoolyard - Demo - San Francisco 2/71,Paul Simon,2
5891,A Tristeza Do Adeus (The Sadness Of Goodbye),Sérgio Mendes,10
5892,You And Me,Penny & The Quarters,5
5893,Mollena,James Hunter,2
5894,Hey Gypsy Boy,Jimi Hendrix,10
5895,Villanova Junction Blues,Jimi Hendrix,10
5896,Gimme Some Lovin',G. Love & Special Sauce,2
5897,Coumba,Orchestra Baobab,5
5898,A Change Is Gonna Come,Otis Redding,7
5899,Central Time,Pokey LaFarge,2
5900,Bring It On Home To Me,Sam Cooke,4
5901,A Change Is Gonna Come,Sam Cooke,7
5902,Pumped Up Kicks,Noah Guthrie,5
5903,The Hour,Valerie June,7
5904,You Can't Be Told,Valerie June,1
5905,"Whatever I Am, You Made Me",Koko Taylor,6
5906,Sinking Ship,Balthazar,6
5907,Stagger Lee,John Holt,3
5908,"Wash, Mama, Wash",Dr. John,2
5909,Midnight in Harlem,Tedeschi Trucks Band,8
5910,Sedated,Choir Of Young Believers,0
5911,Where Is the Love,Roberta Flack,2
5912,Representing Memphis,Booker T. Jones,1
5913,Peule Bo Juger,Rochereau,2
5914,Wild Wild Young Men,Ruth Brown,8
5915,Available Space - 2008 Remaster,Ry Cooder,10
5916,I Wish You Love (Part 1),Joe Bataan,5
5917,Amor de Nada,Marcos Valle,2
5918,Aquele Abraço,Elis Regina,9
5919,Crucify Your Mind,Rodríguez,4
5920,Second to None,Boozoo Bajou,6
5921,Fond Farewell,Seth Avett & Jessica Lea Mayfield,2
5922,Sharpness,Jamie Woon,6
5923,Shook,Dralms,4
5924,Turn Me On,Nina Simone,7
5925,Kiss In 77,James Brown,2
5926,Love Ain't Enough,The Barr Brothers,10
5927,Even the Darkness Has Arms,The Barr Brothers,2
5928,Jealous Guy,Donny Hathaway,9
5929,Christian Eyes,Max Jury,10
5930,Something In The Water,Pokey LaFarge,8
5931,Nobody but You,Lou Reed,2
5932,Blacksolsista,Valencia Robinson,2
5933,I've Been Loving You Too Long,Dionne Warwick,7
5934,Sound & Color,Alabama Shakes,5
5935,This Feeling,Alabama Shakes,5
5936,Comadi,Céu,6
5937,Jiin Ma Jiin Ma,Orchestra Baobab,2
5938,Loose Lips,Percy Mayfield,2
5939,Sugar Mama-Peachy Mama,Percy Mayfield,2
5940,Went to War - Spotify Sessions,Amason,5
5941,The Weight,The Staple Singers,4
5942,A Tribute To A King,William Bell,2
5943,Street Tough,Ben E. King,6
5944,Outlaw Blues,The Morning Benders,5
5945,Hands on the Clock,Nick Waterhouse,2
5946,Coming up Easy,Paolo Nutini,9
5947,Growing up Beside You,Paolo Nutini,5
5948,Candy,Paolo Nutini,4
5949,Simple Things,Paolo Nutini,2
5950,Is It Because I'm Black,Syl Johnson,6
5951,Imagination,Daniel Johns,4
5952,Ai Du,Ali Farka Touré,7
5953,Walla Illa,Tinariwen,7
5954,Imidiwan Win Sahara,Tinariwen,2
5955,Iswegh Attay,Tinariwen,2
5956,Azawade,The Touré-Raichel Collective,0
5957,Steal Away,Etta James,7
5958,Tell the Truth,Otis Redding,2
5959,I Can't Keep From Crying Sometimes,Ten Years After,5
5960,The Feeling Is Right,Clarence Carter,2
5961,Here Comes Friday,Gecko Turner,2
5962,Million Faces,Paolo Nutini,2
5963,Im A King Bee,Slim Harpo,2
5964,Shoo-B-Doop and Cop Him,Betty Davis,1
5965,Inside Out,Spoon,8
5966,Bunker,Balthazar,4
5967,Roll On Babe,Vetiver,10
5968,Hook & Ladder,Vetiver,2
5969,What Tomorrow,Nicolai Dunger,8
5970,Slip Away,Clarence Carter,6
5971,Fassous Tarahnet,Tamikrest,8
5972,Tractor,Rachel Sermanni,6
5973,Walk on the Wild Side,Lou Reed,5
5974,Goodnight Ladies,Lou Reed,5
5975,Close To You,Phillys Dillon,4
5976,Cherry O Baby,Eric Donaldson,6
5977,The Way You Do the Things You Do,Eric Donaldson,2
5978,Super Blue,J.J. Cale,5
5979,Trouble Man - Extended Version,Marvin Gaye,4
5980,Googie,Bama & The Family,10
5981,You're Moving Me,Clyde McPhatter,2
5982,Samba Da Minha Terra,João Gilberto,2
5983,L.o.v.e.,Scott Matthew,2
5984,Let The Sunshine In,Galt MacDermot,1
5985,Pretty Thoughts,Alina Baraz,4
5986,Cangote,Céu,6
5987,That's The Story Of My Life,The Velvet Underground,2
5988,Sunday Morning,The Velvet Underground,4
5989,Seven Nation Army,The Dynamics,10
5990,Brother Where Are You - Matthew Herbert Remix,"Oscar Brown, Jr.",2
5991,Baby What You Want Me To Do,Jimmy Reed,2
5992,Big Boss Man,Jimmy Reed,2
5993,Dead End Street - 2006 Digital Remaster,Lou Rawls,2
5994,Cry to Me,Solomon Burke,2
5995,Got to Get You off My Mind,Solomon Burke,2
5996,Teenage Sonata,Sam Cooke,7
5997,Leaf Off / The Cave,José González,2
5998,Whiskey And Gin,Livin' Blues,7
5999,Warm My Soul - with Courtney John,Blundetto,2
6000,I'll be home later (feat. Akale Horns & Aqeel),Blundetto,6
6001,Treat me like that (feat. Courtney John),Blundetto,6
6002,Since you've been gone,Blundetto,10
6003,Rest My Soul,Don Adams,2
6004,Checkin' It Out - Remastered,Van Morrison,8
6005,What Else Can I Do,Kat Edmonson,5
6006,Montreal Rock Band Somewhere - Bonus Track,Happyness,5
6007,I'd Rather Be With You,Terry Callier,5
6008,Lilly,Toro y Moi,8
6009,The Weight,Jackie DeShannon,2
6010,Where Did It Go?,Lapland,4
6011,Trigger Hippie,Morcheeba,10
6012,Tape Loop,Morcheeba,10
6013,PAZ,Antibalas,10
6014,Dying Crapshooters Blues,The Wiyos,2
6015,Basta De Saudade,Maria Creuza,2
6016,﻿Lay Down Your Blade,Joy Wellboy,10
6017,You Are Who You Are,Day Wave,10
6018,You're The Best Lover That I Ever Had,Steve Earle,2
6019,Opinião,Zé Keti,2
6020,Hey Joe,Lee Moses,4
6021,I Wanna Be,Quentin Hannappe,2
6022,I'm Done - Original Mix,Artenvielfalt,6
6023,The Mistake,Framix,6
6024,Diamond,Izzy Bizu,4
6025,Let 'Em In - 2014 Remaster,Wings,6
6026,Just Tell Me,Nico Yaryan,4
6027,Move,NOËP,5
6028,Persuasion,AM & Shawn Lee,1
6029,Wandering Eye,AM & Shawn Lee,1
6030,21,Freedom Fry,1
6031,Beautiful Trash,Lanu,1
6032,Waiting My Life,Jehro,6
6033,Thinking of You,Lord Echo,9
6034,None Of Us Are Free,Solomon Burke,8
6035,Spooky,Dusty Springfield,2
6036,The Infamous Bill,Khruangbin,10
6037,Girls,Widowspeak,4
6038,Lady Luck,Richard Swift,4
6039,Coffee & Wine,Chadwick Stokes,4
6040,1998,Chet Faker,6
6041,Run Around - Renegades Of Jazz Remix,Anthony Joseph,1
6042,Tears Dry On Their Own,Amy Winehouse,1
6043,Silver Rabbit,Smutfish,1
6044,Love and Happiness,First Choice,6
6045,Why Did You Do It?,Margaret Singana,8
6046,Sweet Water,The Meltdown,2
6047,Night Theme,The Sound Stylistics,10
6048,Two Brothers,Hanni El Khatib,1
6049,From Eden,Hozier,4
6050,Nothing from Nothing,Billy Preston,6
6051,Use ta Be My Girl,The O'Jays,1
6052,Fly Me To The Moon (In Other Words),Bobby Womack,2
6053,Lo Life,Boxed In,10
6054,Sun Song,Laura Veirs,4
6055,Waiting for Your Love,Usje Sukatma,1
6056,Gimme Little Sign,Brenton Wood,1
6057,Oogum Boogum Song,Brenton Wood,2
6058,Loungin',Guru,9
6059,After All This Time,The Beautiful Girls,2
6060,Funky Kingston,Hopeton Lewis,6
6061,Georgia,Tiggs Da Author,1
6062,Lady's In Trouble With The Law,LA Priest,6
6063,The Joke Explained,Wilco,1
6064,It Gonna Come,Melody Gardot,2
6065,Crazy Little Thing Called Love - Acoustic Version,Maroon 5,8
6066,Soleil au réveil,DjeuhDjoah,9
6067,Pretty Pimpin,Kurt Vile,1
6068,Pressure Point,The Zutons,8
6069,Le baron rouge,L'Impératrice,2
6070,Moony Eyed Walrus,Cayucas,1
6071,Hella,Cayucas,1
6072,Music,The Beautiful Girls,1
6073,Mama said,Isak Strand vs. TOE,1
6074,Put on your dancing shoes,Isak Strand vs. TOE,4
6075,Pick me up,Isak Strand vs. TOE,6
6076,Preacherman,Melody Gardot,4
6077,Dancing In The Moonlight (It's Caught Me In It's Spotlight),Thin Lizzy,3
6078,Solo In Soho,Phil Lynott,5
6079,Good Boy,Sample Answer,1
6080,Willie And The Hand Jive,The Johnny Otis Show,1
6081,Kelly,Amason,6
6082,La Campagne,Souleance,1
6083,I Like It Like That,Pete Rodriguez,9
6084,Money Can't Lie,Fellini Félin,1
6085,Keep You - Jr Blender Remix,Wild Belle,1
6086,I Know There's Gonna Be (Good Times),Jamie xx,9
6087,Monkey Spanner,Dave,8
6088,Midnight Rider,Paul Davidson,8
6089,Spanish Stroll,Mink DeVille,1
6090,I Knew That,Snoop Dogg,6
6091,Annie,Neon Indian,1
6092,Smooth Sailin',Leon Bridges,1
6093,Baby Lemonade,bigott,4
6094,Better Man,Leon Bridges,8
6095,Cadillac Girl,Only Real,1
6096,Dance All Night (feat. Matisyahu),Dirty Heads,1
6097,Got It Bad,LEISURE,6
6098,Low Rider,Son Of Dave,1
6099,Brothers and Sisters,Butch Cassidy Sound System,10
6100,"Louis, Louis",Teitur,8
6101,Don't Let Go,Pacha Massive,10
6102,Didn't I,HONNE,4
6103,Spark It,Quantic,3
6104,Reggae from the Ghetto,John Holt,8
6105,Sunset,The xx,5
6106,In The Rain,Xscape,8
6107,To The Sea,Yello,9
6108,Come People,Xavier Rudd,6
6109,Flag,Xavier Rudd,1
6110,Promise,Jack and the Weatherman,4
6111,Wild Fire,Jonathan Jeremiah,2
6112,Give Me Back My Freedom,Peter Green,6
6113,Baby Blue (feat. Chance the Rapper),Action Bronson,6
6114,Ember (Radio Edit),WhoMadeWho,4
6115,Only You - Live from Fame,Anderson East,1
6116,X Marks the Spot,Ghostpoet,4
6117,Wait for the Moment,Vulfpeck,2
6118,Take Care Of Business,Nina Simone,2
6119,Nightclub,Balthazar,1
6120,I Won't Go for More,Selah Sue,8
6121,Homeland,Chef'Special,3
6122,The Letter,The Box Tops,6
6123,The Fool,Sanford Clark,6
6124,Slick Steve,Dialoque,0
6125,Warm on a Cold Night,HONNE,4
6126,Coastal Love,HONNE,1
6127,Satisfy Me,Anderson East,1
6128,Waiting for a Train,Flash and the Pan,1
6129,Diggin',Kovacs,9
6130,Anna,Will Butler,8
6131,6X2,MY BABY,6
6132,Mary Morgan,MY BABY,4
6133,Meet me at the Wishing Well,MY BABY,2
6134,Rock & Roll Is Cold,Matthew E. White,10
6135,Love Is Deep,Matthew E. White,2
6136,Superfly,Raury,4
6137,Rich - Edit,Cosmo Sheldrake,2
6138,Blame It on Me,George Ezra,4
6139,Up A Tree (Went This Heart I Have),Cotton Jones,1
6140,It Serves You Right To Suffer - The Avener Rework,John Lee Hooker,1
6141,Ride On (Fight On),Little Axe,4
6142,Kingdom Leader,Boo Seeka,8
6143,Halcyon Birds,Broken Back,1
6144,Feel Better,Caravãna Sun,1
6145,Awake (feat. J.U.D.G.E) - Pablo Nouvelle Remix,Santé,4
6146,Como Te Vas,Trails and Ways,10
6147,Slip-In Mules,Sugar Pie DeSanto,2
6148,Flowering Cherry - bonus track,Kevin Coyne with Siren,2
6149,First Light,Django Django,1
6150,Check Mr. Popeye (Part 1),Eddie Bo,1
6151,Bittersweet,Brunettes Shoot Blondes,1
6152,Get It Together - Vinticious Version,De Staat,10
6153,Devil's Blood - Vinticious Version,De Staat,4
6154,Secret Place,Hospital,1
6155,Lumberjack Soul,Miles Bonny,4
6156,Heavenly Father,Isaiah Rashad,3
6157,Easy Easy Easy,Timothy McNealy,10
6158,I'm so Glad You're Mine,Timothy McNealy,5
6159,Way to be Loved,TOPS,2
6160,You Made Us Change,Ephemerals,8
6161,Paperwork,T.I.,3
6162,Dirty Lie,The Secret Sisters,1
6163,Lies,Eric Clapton,1
6164,Big Idea,Ages and Ages,7
6165,Divisionary (Do The Right Thing),Ages and Ages,2
6166,Blue Monday,Låpsley,6
6167,Gotta See Her Tonight,Peter Green,9
6168,All About That Bass,Meghan Trainor,1
6169,Let's Straighten It Out,Gwen McCrae,1
6170,Rendez Vous,La Plage,6
6171,The Keys,Matt Duncan,2
6172,Have A Good Time,Boo Boo Davis,1
6173,Money Man (Album Version),MY BABY,6
6174,Use My Body,Mavis John,10
6175,Fazon,Sopwith Camel,4
6176,All of My Life,Kevin Morby,6
6177,Rude (Acoustic),MAGIC!,1
6178,Black Betty,The Lost Fingers,2
6179,Soulful Strut,Young-Holt Unlimited,2
6180,On Trees And Birds And Fire - Sam Feldt & Bloombox Remix Edit,I Am Oak,4
6181,Alone,Selah Sue,1
6182,I Believe in a Thing Called Love,Branches,4
6183,Fade Out Lines - The Avener Rework,The Avener,1
6184,Hey Little Rich Girl,Amy Winehouse,8
6185,The Sufferer,The Aggrolites,8
6186,Nothing Else To Do,Admiral Freebee,9
6187,Exodus Honey,Honeycut,1
6188,Back in Your Head,Tegan and Sara,1
6189,Business Time,Flight of the Conchords,1
6190,Love Is An Arrow,Aberfeldy,2
6191,"When They Fight, They Fight",Generationals,1
6192,You Beat Me To The Punch,Mary Wells,2
6193,What I'm Looking For,Brendan Benson,8
6194,"Bad, Bad Leroy Brown",Jim Croce,2
6195,Just a Ride,Jem,1
6196,Go Back - Radio Edit,Tony Allen,1
6197,Just Can't Win (Bacao Rhythm & Steel Band Remix),Lee Fields & The Expressions,1
6198,Cigarette Song,Raury,9
6199,Rainman,Erlend Øye,10
6200,"That Wasn't Worth Me Dollar, Girl",Boss Capone & Patsy,1
6201,River of Tears,Boss Capone & Patsy,1
6202,Tell Me Your Plans,The Shirts,7
6203,The Rubberband Man,The Spinners,6
6204,It's A Shame - Remastered,The Spinners,8
6205,Papaoutai,CUT_,3
